Term,Role,Attribute,Freq,numdocs,_keep,Key,Parent,Parent_id,_ispar,Weight
ワンシーン,,Alpha,1,1,Y,1953,,1953,,1
シカ,,Alpha,16,1,Y,1954,,1954,,1
作り,,Alpha,2,2,Y,4129,1962,1962,.,0.8245749364
推定,,Alpha,1,1,Y,1955,,1955,,1
旅行,,Alpha,2,1,Y,1956,,1956,,1
朝夕,,Alpha,1,1,Y,1957,,1957,,1
ちゃう,,Alpha,1,1,Y,1958,,1958,,1
所在地,,Alpha,2,2,Y,1959,,1959,,0.8245749364
生まれ,,Alpha,8,3,Y,1960,,1960,,0.8138252175
美味,nlpNounGroup,Alpha,2,1,Y,1961,,1961,,1
作る,,Alpha,6,5,Y,1962,,1962,+,0.6050078101
戦い,,Alpha,8,2,Y,1963,,1963,,0.8576814834
投票,,Alpha,1,1,Y,1964,,1964,,1
要項,,Alpha,1,1,Y,1965,,1965,,1
っぷり,,Alpha,1,1,Y,1966,,1966,,1
経営不振,nlpNounGroup,Alpha,1,1,Y,1967,,1967,,1
作,,Alpha,3,2,Y,1968,,1968,,0.8389078949
国,,Alpha,9,6,Y,1969,,1969,,0.5755797684
べき,,Alpha,1,1,Y,4130,84,84,.,1
今度,,Alpha,2,2,Y,1970,,1970,,0.8245749364
企業,,Alpha,3,3,Y,1971,,1971,,0.7219578525
みたいだ,,Alpha,1,1,Y,1972,,1972,+,1
-535,,Num,1,1,Y,1973,,1973,,1
戦う,,Alpha,1,1,Y,1974,,1974,+,1
しゃかいほしょうばんごう,,Alpha,1,1,Y,1975,,1975,,1
外貨両替取扱店舗一覧,nlpNounGroup,Alpha,1,1,Y,1976,,1976,,1
ヶ,,Alpha,4,3,Y,1977,,1977,,0.7368624046
つまり,,Alpha,1,1,Y,4131,1978,1978,.,1
残念でした,,Alpha,1,1,Y,4132,3589,3589,.,1
つまる,,Alpha,1,1,Y,1978,,1978,+,1
土,,Alpha,6,5,Y,1979,,1979,,0.6050078101
つや,,Alpha,2,1,Y,1980,,1980,,1
部局,,Alpha,1,1,Y,1981,,1981,,1
決めて,,Alpha,1,1,Y,4133,2009,2009,.,1
秋田県木造住宅,,Alpha,1,1,Y,1982,,1982,,1
http://www.pref.yamanashi.jp/miryoku/budo/,,Mixed,1,1,Y,1983,,1983,,1
清,,Alpha,1,1,Y,1984,,1984,,1
病,,Alpha,1,1,Y,1985,,1985,,1
一斉,,Alpha,1,1,Y,1986,,1986,,1
地域,,Alpha,11,4,Y,1987,,1987,,0.7384210826
地形,,Alpha,1,1,Y,1988,,1988,,1
経緯,,Alpha,2,1,Y,1989,,1989,,1
こだま,,Alpha,1,1,Y,1990,,1990,,1
址,,Alpha,1,1,Y,1991,,1991,,1
優勝した,,Alpha,1,1,Y,4134,3406,3406,.,1
想定した,,Alpha,1,1,Y,4135,3402,3402,.,1
ヘッドライト,,Alpha,1,1,Y,1992,,1992,,1
症,,Alpha,2,1,Y,1993,,1993,,1
つと,,Alpha,1,1,Y,1994,,1994,,1
まま,,Alpha,3,3,Y,1995,,1995,,0.7219578525
公開,,Alpha,1,1,Y,1996,,1996,,1
節分,,Alpha,1,1,Y,1997,,1997,,1
ミドリ,,Alpha,1,1,Y,1998,,1998,,1
(金,nlpNounGroup,Alpha,1,1,Y,1999,,1999,,1
度,,Alpha,7,2,Y,2000,,2000,,0.8962057652
％,,Punct,10,2,Y,2001,,2001,,0.9177264182
定める,,Alpha,2,2,Y,2002,,2002,+,0.8245749364
理科大学卒業,nlpNounGroup,Alpha,3,1,Y,2003,,2003,,1
くま,,Alpha,1,1,Y,2004,,2004,,1
上映,,Alpha,1,1,Y,2005,,2005,,1
過失,,Alpha,2,1,Y,2006,,2006,,1
チリ,,Alpha,1,1,Y,2007,,2007,,1
精神,,Alpha,1,1,Y,2008,,2008,,1
決める,,Alpha,1,1,Y,2009,,2009,+,1
率直だ,,Alpha,1,1,Y,2010,,2010,+,1
秋田県,,Alpha,7,2,Y,2011,,2011,,0.8485870194
祝日,,Alpha,1,1,Y,2012,,2012,,1
世界中,,Alpha,1,1,Y,2013,,2013,,1
:kc-150300@city.kochi.lg.jp ホームページ,nlpNounGroup,Alpha,1,1,Y,2014,,2014,,1
形態,,Alpha,1,1,Y,2015,,2015,,1
東側,,Alpha,1,1,Y,2016,,2016,,1
はじめ,,Alpha,2,2,Y,2017,,2017,,0.8245749364
持ち上がる,,Alpha,1,1,Y,2018,,2018,+,1
たい,,Alpha,27,12,Y,2019,,2019,+,0.4113025614
たい,,Alpha,25,12,Y,2019,2019,2019,.,0.4113025614
岐阜,,Alpha,5,1,Y,2020,,2020,,1
企画部,,Alpha,1,1,Y,2021,,2021,,1
ベトナム,,Alpha,1,1,Y,2022,,2022,,1
捜査,,Alpha,2,1,Y,2023,,2023,,1
新郎,,Alpha,7,1,Y,2024,,2024,,1
部屋,,Alpha,2,2,Y,2025,,2025,,0.8245749364
:+婚礼,nlpNounGroup,Alpha,1,1,Y,2026,,2026,,1
安い価格,nlpNounGroup,Alpha,1,1,Y,2027,,2027,,1
－,,Punct,7,4,Y,2028,,2028,,0.7080053713
箱根,,Alpha,3,1,Y,2029,,2029,,1
衝撃,,Alpha,1,1,Y,2030,,2030,,1
デビュー,,Alpha,2,2,Y,2031,,2031,,0.8245749364
例,,Alpha,2,2,Y,2032,,2032,,0.8245749364
初期,,Alpha,3,2,Y,2033,,2033,,0.8389078949
宮崎,,Alpha,2,1,Y,2034,,2034,,1
樹木,,Alpha,1,1,Y,2035,,2035,,1
電動,,Alpha,1,1,Y,2036,,2036,,1
多大だった,,Alpha,1,1,Y,4136,2654,2654,.,1
火山緊急発表情報,nlpNounGroup,Alpha,1,1,Y,2037,,2037,,1
プラスマイナスゼロ,nlpNounGroup,Alpha,1,1,Y,2038,,2038,,1
環境森林部 農政部 産業経済部,nlpNounGroup,Alpha,1,1,Y,2039,,2039,,1
端的な主張,nlpNounGroup,Alpha,1,1,Y,2040,,2040,,1
地,,Alpha,3,3,Y,2041,,2041,,0.7219578525
成功する,,Alpha,1,1,Y,2042,,2042,+,1
蒸気機関,,Alpha,3,1,Y,2043,,2043,,1
購入して,,Alpha,1,1,Y,4137,3433,3433,.,1
晴,,Alpha,1,1,Y,2044,,2044,,1
住所,,Alpha,6,4,Y,2045,,2045,,0.6634828313
率直に,,Alpha,1,1,Y,4138,2010,2010,.,1
月刊漫画,nlpNounGroup,Alpha,1,1,Y,2046,,2046,,1
蒸気機関車 緑,nlpNounGroup,Alpha,1,1,Y,2047,,2047,,1
おち,,Alpha,2,1,Y,4139,2745,2745,.,1
注文,,Alpha,2,2,Y,2048,,2048,,0.8245749364
解除さ,,Alpha,1,1,Y,4140,1032,1032,.,1
国際旅,nlpNounGroup,Alpha,2,1,Y,2049,,2049,,1
おめでとう,,Alpha,1,1,Y,2050,,2050,,1
)ビーチ,nlpNounGroup,Alpha,1,1,Y,2051,,2051,,1
たく,,Alpha,1,1,Y,4141,2019,2019,.,1
前々,,Alpha,1,1,Y,2052,,2052,,1
一部片側通行,nlpNounGroup,Alpha,1,1,Y,2053,,2053,,1
中央,,Alpha,1,1,Y,2054,,2054,,1
嫁いだ,,Alpha,1,1,Y,4142,196,196,.,1
良くて,,Alpha,1,1,Y,4143,1919,1919,.,1
ジェラート,,Alpha,2,1,Y,2055,,2055,,1
プリペードカード,,Alpha,1,1,Y,2056,,2056,,1
痛,,Alpha,1,1,Y,2057,,2057,,1
たけ,,Alpha,1,1,Y,4144,2241,2241,.,1
家格,,Alpha,1,1,Y,2058,,2058,,1
残暑,,Alpha,1,1,Y,2059,,2059,,1
円から,,Alpha,1,1,Y,4145,954,954,.,1
噴火,,Alpha,5,1,Y,2060,,2060,,1
衣食住,,Alpha,1,1,Y,2061,,2061,,1
) 知事,nlpNounGroup,Alpha,1,1,Y,2062,,2062,,1
ニュースサイト,,Alpha,1,1,Y,2063,,2063,,1
内牧温泉,nlpNounGroup,Alpha,1,1,Y,2064,,2064,,1
ゴミ出し,nlpNounGroup,Alpha,1,1,Y,2065,,2065,,1
青空,,Alpha,1,1,Y,2066,,2066,,1
おり,,Alpha,14,8,Y,4146,2074,2074,.,0.5013768878
加工,,Alpha,3,2,Y,2067,,2067,,0.8389078949
渡航,,Alpha,1,1,Y,2068,,2068,,1
三国志,,Alpha,2,1,Y,2069,,2069,,1
市川市,,Alpha,1,1,Y,2070,,2070,,1
豊かだ,,Alpha,3,2,Y,2071,,2071,+,0.8389078949
栽培する,,Alpha,3,1,Y,2072,,2072,+,1
栽培する,,Alpha,1,1,Y,2072,2072,2072,.,1
(水,nlpNounGroup,Alpha,3,2,Y,2073,,2073,,0.8389078949
おる,,Alpha,14,8,Y,2074,,2074,+,0.5013768878
丘陵,,Alpha,3,2,Y,2075,,2075,,0.8389078949
再三,,Alpha,1,1,Y,2076,,2076,,1
上本町,,Alpha,1,1,Y,2077,,2077,,1
既に,,Alpha,1,1,Y,2078,,2078,,1
金沢,,Alpha,1,1,Y,2079,,2079,,1
京都市,,Alpha,1,1,Y,2080,,2080,,1
安い,,Alpha,1,1,Y,2081,,2081,,1
破産申立,nlpNounGroup,Alpha,1,1,Y,2082,,2082,,1
れたり,,Alpha,2,1,Y,4147,840,840,.,1
わずか,,Alpha,1,1,Y,2083,,2083,,1
特産品,,Alpha,1,1,Y,2084,,2084,,1
観光客,,Alpha,7,5,Y,2085,,2085,,0.6266805046
実刑判決,,Alpha,1,1,Y,2086,,2086,,1
盛り上がり,,Alpha,1,1,Y,4148,2095,2095,.,1
張雲,nlpNounGroup,Alpha,2,1,Y,2087,,2087,,1
弁,,Alpha,1,1,Y,2088,,2088,,1
ａ,,Alpha,2,1,Y,2089,,2089,,1
月刊,,Alpha,1,1,Y,2090,,2090,,1
紙幣,,Alpha,2,2,Y,2091,,2091,,0.8245749364
細部,,Alpha,1,1,Y,2092,,2092,,1
財宝,,Alpha,1,1,Y,2093,,2093,,1
末永い,,Alpha,1,1,Y,2094,,2094,+,1
盛り上がる,,Alpha,1,1,Y,2095,,2095,+,1
絵本プロジェクト,nlpNounGroup,Alpha,1,1,Y,2096,,2096,,1
ｂ,,Alpha,1,1,Y,2097,,2097,,1
徴税,,Alpha,1,1,Y,2098,,2098,,1
組立,,Alpha,1,1,Y,2099,,2099,,1
理解して,,Alpha,1,1,Y,4149,3496,3496,.,1
問い合わす,,Alpha,3,3,Y,2100,,2100,+,0.7219578525
絶滅,,Alpha,1,1,Y,2101,,2101,,1
豊かで,,Alpha,1,1,Y,4150,2071,2071,.,1
引き下げ,,Alpha,2,1,Y,4151,3296,3296,.,1
お店独自,nlpNounGroup,Alpha,1,1,Y,2102,,2102,,1
狩り,,Alpha,1,1,Y,2103,,2103,,1
資格,,Alpha,1,1,Y,2104,,2104,,1
トンネル,,Alpha,3,2,Y,2105,,2105,,0.8389078949
採集した,,Alpha,1,1,Y,4152,3544,3544,.,1
頬張って,,Alpha,1,1,Y,4153,3520,3520,.,1
あたりまえ,,Alpha,1,1,Y,2106,,2106,,1
ティッシュ箱,nlpNounGroup,Alpha,1,1,Y,2107,,2107,,1
係,,Alpha,1,1,Y,2108,,2108,,1
愛知,,Alpha,2,1,Y,2109,,2109,,1
問い合わせ,,Alpha,3,3,Y,4154,2100,2100,.,0.7219578525
ただ,,Alpha,2,2,Y,2110,,2110,,0.8245749364
会計,,Alpha,1,1,Y,2111,,2111,,1
苦痛,,Alpha,1,1,Y,2112,,2112,,1
住み替え,,Alpha,2,1,Y,4155,2930,2930,.,1
古来全国,nlpNounGroup,Alpha,1,1,Y,2113,,2113,,1
たち,,Alpha,1,1,Y,2114,,2114,,1
不動,,Alpha,1,1,Y,2115,,2115,,1
人間,,Alpha,1,1,Y,2116,,2116,,1
火山,,Alpha,2,1,Y,2117,,2117,,1
臨む,,Alpha,1,1,Y,2118,,2118,,1
豊かな,,Alpha,2,2,Y,4156,2071,2071,.,0.8245749364
和歌山県,,Alpha,2,1,Y,2119,,2119,,1
接近する,,Alpha,1,1,Y,2120,,2120,+,1
) 勤務地,nlpNounGroup,Alpha,1,1,Y,2121,,2121,,1
ため,,Alpha,17,13,Y,2122,,2122,,0.3732993181
一つ,,Alpha,2,2,Y,2123,,2123,,0.8245749364
訪問して,,Alpha,1,1,Y,4157,3521,3521,.,1
満載,,Alpha,1,1,Y,2124,,2124,,1
ちゃん,,Alpha,10,3,Y,2125,,2125,,0.7394104015
たつ,,Alpha,1,1,Y,2126,,2126,,1
指定,,Alpha,2,1,Y,2127,,2127,,1
生年,,Alpha,2,1,Y,2128,,2128,,1
ｐｍ,,Alpha,1,1,Y,2129,,2129,,1
切って,,Alpha,2,1,Y,4158,486,486,.,1
見せた,,Alpha,1,1,Y,4159,2190,2190,.,1
理科大学教授等,nlpNounGroup,Alpha,1,1,Y,2130,,2130,,1
港,,Alpha,1,1,Y,2131,,2131,,1
意見,,Alpha,2,1,Y,2132,,2132,,1
搬入,,Alpha,4,1,Y,2133,,2133,,1
高等師範学校,nlpNounGroup,Alpha,3,1,Y,2134,,2134,,1
http://www.city.kochi.kochi.jp/soshiki/39/harimayabashi.html,,Mixed,1,1,Y,2135,,2135,,1
噴出,,Alpha,1,1,Y,2136,,2136,,1
四半,,Alpha,1,1,Y,2137,,2137,,1
方々,,Alpha,1,1,Y,2138,,2138,,1
末永く,,Alpha,1,1,Y,4160,2094,2094,.,1
ｍ,,Alpha,1,1,Y,2139,,2139,,1
伸び,,Alpha,1,1,Y,4161,3340,3340,.,1
面積,,Alpha,4,3,Y,2140,,2140,,0.7368624046
不条理,,Alpha,1,1,Y,2141,,2141,,1
言った,,Alpha,1,1,Y,4162,1223,1223,.,1
警戒せ,,Alpha,1,1,Y,4163,2201,2201,.,1
絵,,Alpha,4,3,Y,2142,,2142,,0.7368624046
方法,,Alpha,1,1,Y,2143,,2143,,1
浦和,,Alpha,1,1,Y,2144,,2144,,1
オオムラサキ,,Alpha,1,1,Y,2145,,2145,,1
含む,,Alpha,1,1,Y,2146,,2146,+,1
幕末,,Alpha,2,1,Y,2147,,2147,,1
至上,,Alpha,1,1,Y,2148,,2148,,1
乗用車,,Alpha,2,1,Y,2149,,2149,,1
生活文化,,Alpha,1,1,Y,2150,,2150,,1
雅本舗,nlpNounGroup,Alpha,1,1,Y,2151,,2151,,1
ｓｐ 天才,nlpNounGroup,Alpha,1,1,Y,2152,,2152,,1
含め,,Alpha,1,1,Y,4164,1072,1072,.,1
私設,,Alpha,1,1,Y,2153,,2153,,1
づける,,Alpha,1,1,Y,2154,,2154,+,1
とても,,Alpha,1,1,Y,2155,,2155,,1
ｑ,,Alpha,1,1,Y,2156,,2156,,1
一方,,Alpha,2,2,Y,2157,,2157,,0.8245749364
出さ,,Alpha,3,3,Y,4165,2182,2182,.,0.7219578525
商業,,Alpha,2,2,Y,2158,,2158,,0.8245749364
河村,,Alpha,1,1,Y,2159,,2159,,1
パティスリーカラン,,Alpha,1,1,Y,2160,,2160,,1
整備,,Alpha,3,3,Y,2161,,2161,,0.7219578525
見せて,,Alpha,1,1,Y,4166,2190,2190,.,1
検討する,,Alpha,2,2,Y,2162,,2162,+,0.8245749364
jr土,nlpNounGroup,Alpha,1,1,Y,2163,,2163,,1
メリーゴーランド,,Alpha,2,1,Y,2164,,2164,,1
程度交換,nlpNounGroup,Alpha,1,1,Y,2165,,2165,,1
身近な存在,nlpNounGroup,Alpha,1,1,Y,2166,,2166,,1
倍,,Alpha,3,2,Y,2167,,2167,,0.8389078949
湖,,Alpha,3,1,Y,2168,,2168,,1
向く,,Alpha,1,1,Y,2169,,2169,+,1
準備,,Alpha,2,1,Y,2170,,2170,,1
竹山,,Alpha,1,1,Y,2171,,2171,,1
クリックする,,Alpha,2,1,Y,2172,,2172,,1
国制覇,nlpNounGroup,Alpha,1,1,Y,2173,,2173,,1
游,,Alpha,2,1,Y,2174,,2174,,1
出し,,Alpha,3,3,Y,2175,,2175,,0.7219578525
悲願,,Alpha,1,1,Y,2176,,2176,,1
大いに,,Alpha,1,1,Y,2177,,2177,,1
-1,,Num,5,3,Y,2178,,2178,,0.7330156672
ｔ,,Alpha,1,1,Y,2179,,2179,,1
一人,,Alpha,2,2,Y,2180,,2180,,0.8245749364
向け,,Alpha,1,1,Y,4167,2169,2169,.,1
法科,,Alpha,1,1,Y,2181,,2181,,1
言って,,Alpha,1,1,Y,4168,1223,1223,.,1
出す,,Alpha,6,4,Y,2182,,2182,+,0.6855538627
出す,,Alpha,3,2,Y,2182,2182,2182,.,0.6855538627
翌年,,Alpha,2,2,Y,2183,,2183,,0.8245749364
把握,,Alpha,2,1,Y,2184,,2184,,1
fax.0985,,Mixed,1,1,Y,2185,,2185,,1
結構です,,Alpha,1,1,Y,4169,1491,1491,.,1
(経験,nlpNounGroup,Alpha,1,1,Y,2186,,2186,,1
火口周辺,nlpNounGroup,Alpha,2,1,Y,2187,,2187,,1
水資源利用,nlpNounGroup,Alpha,1,1,Y,2188,,2188,,1
-3,,Num,1,1,Y,2189,,2189,,1
見せる,,Alpha,3,3,Y,2190,,2190,+,0.7219578525
大変だ,,Alpha,1,1,Y,2191,,2191,+,1
んだ,,Alpha,7,6,Y,2192,,2192,+,0.557641031
全体,,Alpha,2,2,Y,2193,,2193,,0.8245749364
老舗,,Alpha,1,1,Y,2194,,2194,,1
賃貸,,Alpha,1,1,Y,2195,,2195,,1
なんて,,Alpha,2,2,Y,2196,,2196,,0.8245749364
用意する,,Alpha,3,1,Y,2197,,2197,+,1
遺族,,Alpha,3,1,Y,2198,,2198,,1
身近だ,,Alpha,1,1,Y,2199,,2199,+,1
自覚する,,Alpha,1,1,Y,2200,,2200,+,1
警戒する,,Alpha,1,1,Y,2201,,2201,+,1
なだらかだ,,Alpha,1,1,Y,2202,,2202,+,1
賃貸物件,nlpNounGroup,Alpha,1,1,Y,2203,,2203,,1
変更,,Alpha,1,1,Y,2204,,2204,,1
なんと,,Alpha,1,1,Y,2205,,2205,,1
結婚式,,Alpha,1,1,Y,2206,,2206,,1
-8,,Num,1,1,Y,2207,,2207,,1
回る,,Alpha,1,1,Y,2208,,2208,+,1
回った,,Alpha,1,1,Y,4170,2208,2208,.,1
攻めて,,Alpha,1,1,Y,4171,2233,2233,.,1
せんべい,,Alpha,1,1,Y,2209,,2209,,1
心地良い風,nlpNounGroup,Alpha,1,1,Y,2210,,2210,,1
～,,Mixed,37,11,Y,2211,,2211,,0.4745700558
愛隣,,Alpha,3,1,Y,2212,,2212,,1
評論,,Alpha,1,1,Y,2213,,2213,,1
多く寄せ,nlpNounGroup,Alpha,1,1,Y,2214,,2214,,1
弟,,Alpha,1,1,Y,2215,,2215,,1
山梨,,Alpha,1,1,Y,2216,,2216,,1
建築物,,Alpha,1,1,Y,2217,,2217,,1
発生する,,Alpha,1,1,Y,2218,,2218,+,1
いただける,,Alpha,2,1,Y,2219,,2219,,1
両家,,Alpha,1,1,Y,2220,,2220,,1
発売,,Alpha,2,1,Y,2221,,2221,,1
管理課,,Alpha,1,1,Y,2222,,2222,,1
蒸気機関車写真,nlpNounGroup,Alpha,1,1,Y,2223,,2223,,1
一同 アイウエディング,nlpNounGroup,Alpha,1,1,Y,2224,,2224,,1
最,,Alpha,2,1,Y,2225,,2225,,1
質,,Alpha,1,1,Y,2226,,2226,,1
｡,,Punct,4,1,Y,2227,,2227,,1
今月,,Alpha,1,1,Y,2228,,2228,,1
続出する,,Alpha,1,1,Y,2229,,2229,+,1
全国,,Alpha,10,5,Y,2230,,2230,,0.6559977573
出て,,Alpha,2,1,Y,4172,2249,2249,.,1
地盤,,Alpha,1,1,Y,2231,,2231,,1
事実上,,Alpha,1,1,Y,2232,,2232,,1
大変な,,Alpha,1,1,Y,4173,2191,2191,.,1
攻める,,Alpha,5,1,Y,2233,,2233,+,1
攻める,,Alpha,1,1,Y,2233,2233,2233,.,1
続けた,,Alpha,1,1,Y,4174,2281,2281,.,1
乗り越えて,,Alpha,1,1,Y,4175,2252,2252,.,1
プラスチック,,Alpha,1,1,Y,2234,,2234,,1
とりどりの景色,nlpNounGroup,Alpha,1,1,Y,2235,,2235,,1
湧,,Alpha,1,1,Y,2236,,2236,,1
延長,,Alpha,1,1,Y,2237,,2237,,1
身近な,,Alpha,1,1,Y,4176,2199,2199,.,1
使い捨て,,Alpha,1,1,Y,2238,,2238,,1
なだらかな,,Alpha,1,1,Y,4177,2202,2202,.,1
期待通り働き者,nlpNounGroup,Alpha,1,1,Y,2239,,2239,,1
辰男,,Alpha,1,1,Y,2240,,2240,,1
たける,,Alpha,1,1,Y,2241,,2241,+,1
(月,nlpNounGroup,Alpha,1,1,Y,2242,,2242,,1
活用する,,Alpha,1,1,Y,2243,,2243,+,1
米全体,nlpNounGroup,Alpha,1,1,Y,2244,,2244,,1
鱒,,Alpha,5,1,Y,2245,,2245,,1
効果,,Alpha,1,1,Y,2246,,2246,,1
まもる,,Alpha,1,1,Y,2247,,2247,,1
優雅だ,,Alpha,1,1,Y,2248,,2248,+,1
出る,,Alpha,3,2,Y,2249,,2249,+,0.8389078949
出る,,Alpha,1,1,Y,2249,2249,2249,.,0.8389078949
快晴,,Alpha,1,1,Y,2250,,2250,,1
番号,,Alpha,5,4,Y,2251,,2251,,0.6628456418
急いで,,Alpha,1,1,Y,4178,2983,2983,.,1
死亡した,,Alpha,3,2,Y,4179,3662,3662,.,0.8389078949
乗り越える,,Alpha,1,1,Y,2252,,2252,+,1
月,,Alpha,36,18,Y,2253,,2253,,0.3142184881
可能,,Alpha,3,3,Y,2254,,2254,,0.7219578525
私鉄,,Alpha,1,1,Y,2255,,2255,,1
続けて,,Alpha,1,1,Y,4180,2281,2281,.,1
記載さ,,Alpha,1,1,Y,4181,1084,1084,.,1
買い物,,Alpha,1,1,Y,2256,,2256,,1
皆さんご存知,nlpNounGroup,Alpha,1,1,Y,2257,,2257,,1
有,,Alpha,1,1,Y,2258,,2258,,1
総,,Alpha,3,2,Y,2259,,2259,,0.8389078949
体毛,,Alpha,1,1,Y,2260,,2260,,1
長門,,Alpha,1,1,Y,2261,,2261,,1
くくら,,Alpha,1,1,Y,4182,2268,2268,.,1
発行する,,Alpha,2,1,Y,2262,,2262,+,1
yoko,,Alpha,1,1,Y,2263,,2263,,1
例えば,,Alpha,1,1,Y,2264,,2264,,1
取れた,,Alpha,1,1,Y,4183,2307,2307,.,1
緑,,Alpha,1,1,Y,2265,,2265,,1
両親,,Alpha,1,1,Y,2266,,2266,,1
含ま,,Alpha,1,1,Y,4184,2146,2146,.,1
見解,,Alpha,1,1,Y,2267,,2267,,1
くくる,,Alpha,1,1,Y,2268,,2268,+,1
-主任,nlpNounGroup,Alpha,1,1,Y,2269,,2269,,1
皆勤手当,nlpNounGroup,Alpha,1,1,Y,2270,,2270,,1
たっぷりチョコ,nlpNounGroup,Alpha,1,1,Y,2271,,2271,,1
ポニー,,Alpha,1,1,Y,2272,,2272,,1
特異だ,,Alpha,1,1,Y,2273,,2273,+,1
森林もみじ散策,nlpNounGroup,Alpha,1,1,Y,2274,,2274,,1
源,,Alpha,2,1,Y,2275,,2275,,1
出生,,Alpha,1,1,Y,2276,,2276,,1
判決,,Alpha,4,2,Y,2277,,2277,,0.8576814834
崩さ,,Alpha,1,1,Y,4185,2290,2290,.,1
萩市,,Alpha,1,1,Y,2278,,2278,,1
公表する,,Alpha,1,1,Y,2279,,2279,,1
現金,,Alpha,1,1,Y,2280,,2280,,1
探して,,Alpha,1,1,Y,4186,2556,2556,.,1
続ける,,Alpha,2,2,Y,2281,,2281,+,0.8245749364
成長,,Alpha,1,1,Y,2282,,2282,,1
戦略,,Alpha,1,1,Y,2283,,2283,,1
希少価値,,Alpha,1,1,Y,2284,,2284,,1
光明,,Alpha,1,1,Y,2285,,2285,,1
図る,,Alpha,1,1,Y,2286,,2286,+,1
泣く,,Alpha,1,1,Y,2287,,2287,+,1
危険運転致死傷罪,nlpNounGroup,Alpha,1,1,Y,2288,,2288,,1
城,,Alpha,2,1,Y,2289,,2289,,1
崩す,,Alpha,1,1,Y,2290,,2290,+,1
文化,,Alpha,1,1,Y,2291,,2291,,1
優雅に,,Alpha,1,1,Y,4187,2248,2248,.,1
団体,,Alpha,2,2,Y,2292,,2292,,0.8245749364
風だ,,Alpha,2,2,Y,2293,,2293,+,0.8245749364
要請する,,Alpha,1,1,Y,2294,,2294,+,1
応じ,,Alpha,1,1,Y,4188,3499,3499,.,1
葉山,,Alpha,1,1,Y,2295,,2295,,1
桂浜,nlpNounGroup,Alpha,1,1,Y,2296,,2296,,1
張,,Alpha,5,2,Y,2297,,2297,,0.8733557181
線,,Alpha,8,3,Y,2298,,2298,,0.8138252175
影響,,Alpha,6,4,Y,2299,,2299,,0.6855538627
賄う,,Alpha,1,1,Y,2300,,2300,+,1
包装,,Alpha,3,1,Y,2301,,2301,,1
業務,,Alpha,6,5,Y,2302,,2302,,0.6050078101
特異な,,Alpha,1,1,Y,4189,2273,2273,.,1
判明した,,Alpha,1,1,Y,4190,3734,3734,.,1
パニック状態,,Alpha,1,1,Y,2303,,2303,,1
専門学校生,nlpNounGroup,Alpha,1,1,Y,2304,,2304,,1
連邦政府社会保障局,nlpNounGroup,Alpha,1,1,Y,2305,,2305,,1
ターボ,,Alpha,1,1,Y,2306,,2306,,1
並んだ,,Alpha,1,1,Y,4191,3173,3173,.,1
取れる,,Alpha,1,1,Y,2307,,2307,+,1
指摘し,,Alpha,1,1,Y,4192,1364,1364,.,1
青山,,Alpha,2,1,Y,2308,,2308,,1
風で,,Alpha,1,1,Y,4193,2293,2293,.,1
永住者,,Alpha,1,1,Y,2309,,2309,,1
いよいよ,,Alpha,1,1,Y,2310,,2310,,1
湾,,Alpha,1,1,Y,2311,,2311,,1
十分だ,,Alpha,1,1,Y,2312,,2312,+,1
望,,Alpha,1,1,Y,2313,,2313,,1
security,,Alpha,3,1,Y,2314,,2314,,1
キジ,,Alpha,1,1,Y,2315,,2315,,1
選考,,Alpha,1,1,Y,2316,,2316,,1
メール,,Alpha,1,1,Y,2317,,2317,,1
掲載さ,,Alpha,3,3,Y,4194,3775,3775,.,0.7219578525
ライトアップ,,Alpha,1,1,Y,2318,,2318,,1
弾,,Alpha,2,2,Y,2319,,2319,,0.8245749364
朝,,Alpha,2,2,Y,2320,,2320,,0.8245749364
うどん,,Alpha,19,1,Y,2321,,2321,,1
国土地理院,,Alpha,2,2,Y,2322,,2322,,0.8245749364
化学工学,nlpNounGroup,Alpha,1,1,Y,2323,,2323,,1
片側,,Alpha,1,1,Y,2324,,2324,,1
風に,,Alpha,1,1,Y,4195,2293,2293,.,1
知名度,,Alpha,2,2,Y,2325,,2325,,0.8245749364
関係者,,Alpha,4,1,Y,2326,,2326,,1
-637,,Num,2,1,Y,2327,,2327,,1
意味,,Alpha,3,2,Y,2328,,2328,,0.8389078949
指導,,Alpha,1,1,Y,2329,,2329,,1
チャン,,Alpha,1,1,Y,2330,,2330,,1
金沢市,,Alpha,1,1,Y,2331,,2331,,1
期,,Alpha,1,1,Y,2332,,2332,,1
縄,,Alpha,1,1,Y,2333,,2333,,1
勘違い,,Alpha,1,1,Y,2334,,2334,,1
福祉部,,Alpha,1,1,Y,2335,,2335,,1
増加して,,Alpha,1,1,Y,4196,3738,3738,.,1
一番,,Alpha,5,4,Y,2336,,2336,,0.6628456418
供さ,,Alpha,1,1,Y,4197,2361,2361,.,1
天国,,Alpha,1,1,Y,2337,,2337,,1
平成,,Alpha,10,7,Y,2338,,2338,,0.5357482097
経路,,Alpha,3,1,Y,2339,,2339,,1
フルーツ,,Alpha,1,1,Y,2340,,2340,,1
出展して,,Alpha,1,1,Y,4198,3740,3740,.,1
奇跡,,Alpha,1,1,Y,2341,,2341,,1
果て,,Alpha,2,2,Y,2342,,2342,,0.8245749364
